x_index,y_index,Y,X,v1,v2,v3,v4
0,0,1.99999581393,-0.0800079293894,0.22996310746782817,0.1716521607851172,0.21090126796564065,0.22881794143042972
0,1,1.99990216395,-0.080763082476,0.23061902126949224,0.17273613945264063,0.2104299031666641,0.22826454114563283
0,2,1.99997724676,-0.0820429008044,0.22983838885705468,0.17180488248653908,0.2104192940662422,0.22897202010981252
0,3,1.99996789983,-0.0830433665072,0.2297119431834219,0.17208170599057035,0.21043545444014064,0.2281847261692031
0,4,1.99995391862,-0.0840562701845,0.2302145184755,0.17190603902544532,0.2110386928245938,0.22987428709220317
0,5,1.99995043946,-0.0850466222214,0.22949359309334377,0.17231041845780473,0.21066589397023439,0.2287672397993438
0,6,1.99993761385,-0.0860547356113,0.23083453404201562,0.17170175216150782,0.21145269446431253,0.2291679183827188
0,7,2.00000300824,-0.0870383346224,0.2291730995712969,0.17224984789609377,0.21126950243958595,0.22903259067152343
0,8,2.00000038262,-0.0880660078227,0.23003564410792193,0.17189148235277346,0.21050638737900784,0.22916051668475004
0,9,2.00000865703,-0.08906170868,0.23109310002439062,0.17123026400089844,0.21082540056146098,0.22966506576295315
0,10,2.0000027488,-0.0900588653084,0.230492822319125,0.1726272111308672,0.2106718153286094,0.22989476512325005
0,11,2.00000629403,-0.0910560001411,0.22915817281372663,0.17313583114295317,0.21055104429008598,0.22922700860483594
0,12,2.00000506574,-0.0920584875034,0.2298350580929688,0.171989801574125,0.21083317234432813,0.22892366234975
0,13,2.00000038179,-0.0930604008218,0.23047431807420313,0.17243526043021096,0.21104621788419534,0.2296766617564375
0,14,2.00000045307,-0.0940623418144,0.2303229533507422,0.172581937411625,0.21038561634048442,0.2286977872000703
0,15,2.00000268657,-0.0950560763527,0.2304052355598282,0.17169533735660159,0.21083033502677345,0.22970441812382036
0,16,2.00000050812,-0.0960647961331,0.23028816537028907,0.17219667903235159,0.21107718165403128,0.2289810255090078
0,17,2.00000269722,-0.0970624524518,0.23110099516889063,0.17242366443672658,0.21004316444779692,0.22932347740169537
0,18,2.00000398793,-0.0980719921632,0.23021982302571095,0.17252395744420315,0.2101546833638594,0.22970293778422662
0,19,1.99999808453,-0.0990663169624,0.22971330016138286,0.171677943366375,0.21128048162490626,0.2301559216999141
0,20,2.00000877209,-0.100073022984,0.23022278370489846,0.1724752295992422,0.21085426718353908,0.22764748625830472
0,21,2.00001466657,-0.101068774592,0.22967826545766412,0.17235630898521093,0.210863519306,0.22860933690934376
0,22,1.99999114947,-0.102077447861,0.2302971707694844,0.1724679512629063,0.2107230104062266,0.2287096299168203
0,23,2.00000052525,-0.103080752488,0.2305278570228438,0.17214721101759375,0.21126086712528908,0.22911314581775
0,24,1.99999702756,-0.1040737222,0.23057794184576563,0.17143775826728908,0.21064356551469535,0.2296200387669766
0,25,2.00000414133,-0.10507707279,0.23075669285171094,0.1719361392638516,0.21117759802314065,0.2284860986381641
0,26,2.00000393212,-0.106088452357,0.22996939891110163,0.17194514466304686,0.21177010394553908,0.22958389380856253
0,27,1.99999239843,-0.107078124908,0.229312498216375,0.1722291231417813,0.21060137583627347,0.2282038472222891
0,28,2.00000528617,-0.108084822696,0.23030444910582037,0.17231288569046097,0.2108811600194922,0.22954318446973443
0,29,1.99999245332,-0.109080605742,0.2291615035778125,0.17249003299517968,0.2108371199165781,0.22902555905845318
0,30,2.0000089638,-0.110081125922,0.23118006997552348,0.1723950445379141,0.21056449070806252,0.2281457438932344
0,31,2.00000532954,-0.111084993044,0.2292638937330469,0.17183078842942973,0.21094814538610943,0.22959758694980467
0,32,1.99999601635,-0.112096520836,0.2289311874093516,0.17246770453964064,0.21122731276116408,0.22819126433574222
0,33,2.00000895297,-0.113093683376,0.2309537013793125,0.17188876839685158,0.2109786157094141,0.22848252115081252
0,34,2.00000069265,-0.114077063794,0.23087277614818752,0.17164784312796877,0.2113041670584063,0.22981692393294534
0,35,2.00000539306,-0.115069431294,0.2311565079036563,0.17234434290682815,0.21042879291196875,0.22926574415753906
0,36,2.00000773343,-0.116080924275,0.23013655392356253,0.1723634639599141,0.2104023935225469,0.23001121850462503
0,37,1.9999982691,-0.117081419809,0.23004316916752346,0.17295029524720312,0.2099965337505938,0.22896400160367972
0,38,2.00000659934,-0.118077185117,0.2295207326525625,0.17232398823741407,0.2101201421066719,0.22954232093830473
0,39,1.99999729146,-0.119085879595,0.22986367799178126,0.1723862858619844,0.21082441366839846,0.2299230149371641
0,40,2.000006605,-0.120089228721,0.22984936804237505,0.17229475153043752,0.21107940216342191,0.22849078638021095
0,41,1.99999849642,-0.121086433374,0.23072215159452342,0.17205320945339064,0.21039129097559375,0.22915484204964062
0,42,1.99999260014,-0.12209035581,0.22946879740514844,0.17268519109828906,0.2111896874631563,0.2281108325511485
0,43,1.9999985505,-0.123086163364,0.2313008410140469,0.1720999635122266,0.2102494250978594,0.22867126444901564
0,44,2.00000325611,-0.124075699908,0.23090744076700784,0.17210674840203127,0.21139705836791406,0.2281170006327891
0,45,2.00000438943,-0.125074291033,0.23016233650482035,0.1721633713914922,0.21062999573508598,0.2300584660099922
0,46,2.00000091682,-0.12608353036,0.22979718607169536,0.17272343320446093,0.21020032716800002,0.22887135701743752
0,47,2.00000807984,-0.127080143012,0.2311309720456641,0.17181031039838285,0.21029272503097657,0.230425713590875
0,48,2.0000009592,-0.128079316226,0.23058546690536721,0.17219273146010156,0.2107243673841875,0.22846105622670315
0,49,1.99999633151,-0.129084081028,0.22968554379400002,0.1722213513589141,0.2109295177795547,0.2284298457336016
0,50,1.99999981966,-0.130078442611,0.23062876683848438,0.17217311696048437,0.2108241669451328,0.2280233691534844
0,51,2.00000100981,-0.131091902522,0.23128529744831253,0.1728857771132422,0.21011755151238284,0.2288040015659219
0,52,1.99999521908,-0.132089108915,0.23009041667289062,0.17261795900840626,0.21026731253461722,0.22963027778250003
0,53,1.99999755173,-0.133088265522,0.2299772940556016,0.17284247718012505,0.210486526156125,0.22826762518645313
0,54,2.00000000301,-0.134090210179,0.23026447993678908,0.1723872727550469,0.21102882389396876,0.22864202774203912
0,55,2.0000093705,-0.135081194282,0.22999357779113289,0.1727140577203672,0.21026176126114066,0.22966605265601564
0,56,2.00000100656,-0.136086518143,0.22961473421676565,0.17200324799210157,0.21122311846564848,0.22898016197757814
0,57,1.99998823082,-0.137085143669,0.22972588304792968,0.17221246932135156,0.21141482244303908,0.22835262135146098
0,58,1.99999403736,-0.138082283166,0.22893735549099223,0.17221444310747658,0.20976325690294534,0.22797624500975
0,59,1.99999527575,-0.139083432171,0.23060458795845315,0.1720007807594453,0.2103847528090547,0.22850521969124998
0,60,2.00000134451,-0.140082044561,0.23043188167251566,0.1726656999603047,0.20976313354131254,0.22904208951725002
0,61,2.00000482695,-0.141079257458,0.22982777975663282,0.17148969351470317,0.21050589393247657,0.2293021358392188
0,62,1.99999425659,-0.142075030626,0.23083231353262504,0.1721781747874297,0.21109161496507034,0.22879783348428123
0,63,1.99999896325,-0.14307700176,0.2305396997395938,0.17197697196431252,0.21044766724178907,0.22869408635108596
0,64,2.00000371429,-0.14408432271,0.23016110288849223,0.172589832556125,0.21009300254745314,0.22799758657222657
0,65,1.99999677457,-0.145086273989,0.22944807265083594,0.17275735765348438,0.2105632570917344,0.22853741707741407
0,66,2.00000148116,-0.146088248322,0.23105670834271094,0.1730346746040469,0.21015246285446879,0.22908501936546877
0,67,1.99999908985,-0.147086009824,0.229983585498875,0.17254554572994535,0.2112147298746172,0.22857948339420314
0,68,2.00000500188,-0.14807643372,0.23006056315775006,0.1725430784972891,0.2110032880359766,0.2280210252824609
0,69,2.00000362154,-0.149067942973,0.23052687012978126,0.17200028731291406,0.21052908591944536,0.2280943020923516
0,70,2.00000969024,-0.150066566124,0.2306840328499844,0.17187297810785154,0.21080553933857815,0.22856887429378125
0,71,2.00000966067,-0.151060401699,0.2295312183913516,0.17233644776232815,0.21026977976727346,0.22898892065350784
0,72,1.99999552865,-0.152059558557,0.22992363174532815,0.17227809771000782,0.21133932512375786,0.22993559782371098
0,73,2.00000385442,-0.153082664527,0.2308220745171016,0.1722583598487578,0.21070401271477346,0.23037612221448445
0,74,2.00000748252,-0.154074496405,0.23031666190746874,0.1726578048158047,0.21054487620844534,0.2279985734652891
0,75,1.99999794041,-0.15508719477,0.23022377059796098,0.17197721868757815,0.21169028896910938,0.2280829528221328
0,76,2.00000857167,-0.156093924647,0.22951703180357813,0.17177280846200782,0.21060606357832032,0.23032542058339844
0,77,1.99998399793,-0.157088368844,0.23113639995750784,0.1726930862427891,0.2105462331864063,0.22914090218513286
0,78,1.99999220358,-0.15808700837,0.22921232857053128,0.17240182942771876,0.21100575526863286,0.22935049359928125
0,79,2.00000530254,-0.159092355008,0.23135536685575006,0.17227711081694533,0.21035613291024222,0.23049664652974217
0,80,1.99999117059,-0.160091520273,0.23068674680590626,0.17231399594515628,0.2103048144709922,0.22945090996839065
0,81,2.00000519985,-0.161086745464,0.231096800873375,0.1721405494894219,0.21040177671438282,0.23027052465679687
0,82,1.99999233115,-0.162098857789,0.23013507358396876,0.17293660210596096,0.21082811451738284,0.2284599459720078
0,83,1.99999703724,-0.163100850151,0.2309617198854453,0.17239516789954687,0.21028334954688285,0.22889405555787504
0,84,1.99999948862,-0.164102826656,0.2309543181874766,0.17219186792867186,0.2116468656743594,0.22922898239096093
0,85,2.00000182089,-0.165102015923,0.2297574636259297,0.17276549952125003,0.2104734498230469,0.22832079405019537
0,86,1.99999707965,-0.166101192503,0.23003922159527349,0.17198992493575782,0.2109768886465547,0.22880338475775788
0,87,2.00001001582,-0.167101189782,0.22956575964853912,0.1718019218073516,0.21084587859250786,0.22937528928747658
0,88,1.99999012278,-0.168103755355,0.2297641251541016,0.17186508296335157,0.2109541901061172,0.22781846548138285
0,89,1.99999722165,-0.169097658275,0.2293368004580391,0.17204050320521097,0.21100760569312502,0.22869544332904695
0,90,2.00000790197,-0.170094863075,0.22933741726620313,0.1722906805965547,0.2109441978138594,0.2295551505481172
0,91,1.99998905276,-0.171102205137,0.22935629159602344,0.1721868101017266,0.2105137890769766,0.22903222058662503
0,92,2.0000019875,-0.172099428954,0.23080270674075,0.1723883830097422,0.2107639664683203,0.22925501169548435
0,93,2.00000800086,-0.173098041367,0.23061729420663282,0.17213129736696095,0.2103341745396016,0.2281654817544844
0,94,1.99999030709,-0.174100595002,0.23087055563879694,0.17157197572378907,0.21095641061550782,0.23040720934595313
0,95,2.00000680371,-0.175094448271,0.23088202827064844,0.17285061904789062,0.21114243995778909,0.22818176549001565
0,96,1.99999402725,-0.176090336077,0.23088079465432032,0.17171778917377348,0.2104560558328203,0.2299802547347891
0,97,1.99999978885,-0.177091437655,0.2306530690801485,0.17218323261437501,0.21054536965497656,0.22918543573457817
0,98,1.99999997379,-0.178099090725,0.2299392986726953,0.17244833676328905,0.21107656484586723,0.22869680030700779
0,99,1.99999638169,-0.179096328691,0.23026410985189064,0.1730185142301484,0.21096701971592968,0.2286094602709766
0,100,1.99999515796,-0.180096067781,0.2311203629452422,0.1717357999721641,0.21111295652754686,0.22925624531181255
1,100,1.99918727745,-0.180209241607,0.23099539761120313,0.1724722689200547,0.21070968734988282,0.2288880108378672
1,99,1.99896132482,-0.179086240593,0.2301741792215703,0.17179711070367187,0.2108196025647188,0.22966037802090625
1,98,1.99898652503,-0.177969661958,0.23077618398969535,0.1717164321958125,0.21063320313753908,0.22953713974972662
1,97,1.99897240726,-0.176939290936,0.22985109510523438,0.17240836759425784,0.21108988790221095,0.22856159595744532
1,96,1.99897935756,-0.175944041482,0.2300238013911719,0.17248065751108596,0.21135227809520316,0.22847339238998438
1,95,1.99898734693,-0.174946769807,0.2298303703509219,0.17165845222839063,0.21120880851624219,0.22765945233668755
1,94,1.99898280855,-0.173950428575,0.2305200852399766,0.1726395472941485,0.21035909358942972,0.22883225137983593
1,93,1.9989815818,-0.172955978166,0.23022278370489846,0.17190998659769532,0.2113230413882266,0.22842787194747655
1,92,1.99898147945,-0.17195259641,0.2294840942476172,0.17256565367609375,0.21049861559614066,0.22868804163107814
1,91,1.99899676444,-0.170945848662,0.23087030891553129,0.17153398034088282,0.2105762100631797,0.2300567389471328
1,90,1.9989696594,-0.169947176343,0.22977251374513283,0.1724632635208594,0.21090632579258597,0.22979274505291408
1,89,1.99898733868,-0.168935113448,0.23068798042223443,0.17338218432367972,0.2109419773044688,0.22907835783729688
1,88,1.99898982447,-0.167935917188,0.23107582939579685,0.17213240762165624,0.2103077751501797,0.22784326116957815
1,87,1.99900269961,-0.166936152349,0.23113541306444532,0.17230893811821096,0.2101784921589922,0.22887764846071096
1,86,1.99898970122,-0.16593895972,0.22995410206863282,0.17171088092233594,0.21059829179545314,0.2295209793758281
1,85,1.99901076104,-0.164938340281,0.2312102935755625,0.1718809966139844,0.21042262483032817,0.22819225122880474
1,84,1.99900501017,-0.163931572811,0.2308093682689219,0.17164056479163284,0.21098108294207032,0.22818127204348437
1,83,1.99897905913,-0.162937751853,0.23075003132353905,0.17142332495625004,0.2107001885041563,0.2294970472190625
1,82,1.99896697745,-0.161920926121,0.23035983847895308,0.17260586956839064,0.2115194331076641,0.2278847106782031
